id,Glass_ID,SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,TiO2,ZnO,SrO,ZrO2,SnO2,P2O5,value
27104,251261,72.620,0.000,0.000,0.000,0.000,0.000,0.000,27.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
31030,763534,0.000,0.000,4.124,15.464,0.000,0.000,0.000,0.000,15.464,0.000,0.000,0.000,0.000,0.000,64.948,0.25
32204,480118,71.430,0.000,0.000,0.000,0.000,0.000,0.000,28.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
35846,10182,61.135,0.000,15.435,23.430,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
38276,441101,20.000,46.670,0.000,0.000,0.000,0.000,0.000,33.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
39289,190651,65.290,0.000,4.640,0.000,0.000,4.410,0.000,24.010,0.000,0.000,0.000,0.000,1.650,0.000,0.000,0.25
43487,881104,11.550,61.439,1.344,4.477,3.486,0.000,15.966,1.738,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
44021,240750,80.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
45214,14481,5.000,0.000,0.000,47.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47.500,0.25
45534,191763,49.990,0.000,14.740,4.270,0.000,0.000,0.000,15.870,15.130,0.000,0.000,0.000,0.000,0.000,0.000,0.25
47077,191697,63.260,0.000,4.960,0.000,0.000,5.360,0.000,6.090,5.000,0.000,0.000,15.330,0.000,0.000,0.000,0.25
48646,191701,63.580,0.000,4.930,0.000,4.940,5.220,0.000,6.330,5.280,0.000,0.000,9.720,0.000,0.000,0.000,0.25
49793,3957,10.000,0.000,0.000,47.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.500,0.25
55443,421297,73.000,0.000,2.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
58688,866086,0.000,70.000,0.000,0.000,0.000,0.000,30.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
58825,1000305,59.500,0.000,20.100,0.000,20.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
58879,1011839,50.000,0.000,30.000,0.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
62884,437747,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33.000,0.000,0.000,67.000,0.25
64028,190647,60.680,0.000,4.230,0.000,11.250,0.000,0.000,22.390,0.000,0.000,0.000,0.000,1.450,0.000,0.000,0.25
65611,191703,64.140,0.000,4.970,0.000,10.240,9.820,0.000,5.810,4.790,0.000,0.000,0.230,0.000,0.000,0.000,0.25
66116,441108,60.000,6.670,0.000,0.000,0.000,0.000,0.000,33.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
67009,143344,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33.000,0.000,0.000,67.000,0.25
69110,437749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39.000,0.000,0.000,61.000,0.25
71958,251375,0.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.000,0.25
73770,404466,68.000,0.000,0.000,0.000,0.000,0.000,0.000,32.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
77723,1000947,65.930,0.000,9.750,0.000,24.320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
79340,14476,10.000,0.000,0.000,47.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.500,0.25
81177,191696,64.970,0.000,4.900,0.000,0.000,9.670,0.000,5.790,4.930,0.000,0.000,9.740,0.000,0.000,0.000,0.25
82743,191766,50.240,0.000,15.320,0.000,0.000,0.000,0.000,15.150,14.880,0.000,4.410,0.000,0.000,0.000,0.000,0.25
84174,191705,63.950,0.000,4.970,0.100,9.930,0.000,0.000,6.190,5.180,0.000,0.000,9.680,0.000,0.000,0.000,0.25
84425,308387,0.000,70.000,0.000,0.000,0.000,0.000,15.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
84517,366050,44.190,11.520,19.740,6.210,0.000,0.000,0.000,14.030,4.310,0.000,0.000,0.000,0.000,0.000,0.000,0.25
86703,779150,0.000,98.400,0.000,0.000,0.000,0.000,0.000,1.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
88087,421301,65.000,0.000,10.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
95309,308377,60.000,0.000,0.000,0.000,0.000,0.000,20.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
97268,575734,0.000,8.500,3.400,0.000,0.000,0.000,12.750,12.750,0.000,0.000,0.000,15.000,0.000,0.000,47.600,0.25
99794,251267,86.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.750,0.000,0.000,0.000,0.000,0.000,0.000,0.25
102851,191671,55.510,0.000,14.730,19.560,0.000,0.000,0.000,5.180,5.020,0.000,0.000,0.000,0.000,0.000,0.000,0.25
108981,143353,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,54.700,0.000,0.000,45.300,0.25
114112,522476,60.000,0.000,0.000,10.000,20.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
115339,308382,0.000,0.000,8.000,0.000,0.000,0.000,23.000,23.000,0.000,0.000,0.000,0.000,0.000,0.000,46.000,0.25
116565,164830,66.670,0.000,0.000,0.000,20.000,0.000,0.000,13.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
116593,176247,80.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.600,0.000,0.000,0.000,0.000,0.000,0.000,0.25
118409,412213,10.000,0.000,0.000,47.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.500,0.25
119062,866082,0.000,0.000,8.000,0.000,0.000,0.000,34.500,11.500,0.000,0.000,0.000,0.000,0.000,0.000,46.000,0.25
120250,441103,33.333,33.333,0.000,0.000,0.000,0.000,0.000,33.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
121209,191654,60.050,0.000,14.680,0.000,0.000,0.000,0.000,0.000,25.270,0.000,0.000,0.000,0.000,0.000,0.000,0.25
123381,541339,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
124316,191740,65.150,0.000,6.570,8.180,20.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
128472,866948,56.830,0.000,0.000,0.000,20.650,0.000,0.000,19.530,0.000,0.000,0.000,0.000,0.000,0.000,2.990,0.25
128597,1000304,62.700,0.000,18.400,0.000,18.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
129348,412218,5.000,0.000,0.000,47.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47.500,0.25
130014,868136,75.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
132015,141129,50.000,0.000,25.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
134946,71310,67.700,0.000,0.000,0.000,0.000,0.000,0.000,32.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
135176,191707,63.580,0.000,4.920,0.070,14.760,0.000,0.000,6.390,5.360,0.000,0.000,4.920,0.000,0.000,0.000,0.25
135179,191708,64.220,0.000,4.960,0.220,20.100,0.000,0.000,5.620,4.880,0.000,0.000,0.000,0.000,0.000,0.000,0.25
135675,480123,55.560,0.000,0.000,0.000,11.110,0.000,0.000,33.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
136091,866087,0.000,70.000,0.000,0.000,0.000,0.000,22.500,7.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
139175,866083,0.000,0.000,8.000,0.000,0.000,0.000,23.000,23.000,0.000,0.000,0.000,0.000,0.000,0.000,46.000,0.25
142471,1011854,63.000,0.000,0.000,7.000,8.000,0.000,0.000,10.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
144291,143346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39.000,0.000,0.000,61.000,0.25
144680,409727,66.990,0.000,0.000,0.000,0.000,0.000,0.000,33.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
148695,931061,3.307,15.030,0.000,0.000,70.140,0.000,0.000,9.018,0.000,0.000,0.000,0.100,0.000,0.000,2.405,0.25
151823,1011842,50.000,15.000,0.000,15.000,0.000,10.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
155279,251269,76.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.090,0.000,0.000,0.000,0.000,0.000,0.000,0.25
157365,480141,58.826,0.000,0.000,29.413,0.000,0.000,0.000,11.761,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
159173,866076,60.000,0.000,0.000,0.000,0.000,0.000,40.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
159359,1011838,50.000,0.000,30.000,0.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
162523,1010013,0.000,60.000,0.000,0.000,20.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
163729,763524,0.000,0.000,12.371,0.000,0.000,11.340,0.000,0.000,11.340,0.000,0.000,0.000,0.000,0.000,64.948,0.25
164108,15655,71.400,0.000,2.800,4.000,5.600,0.000,0.000,15.600,0.600,0.000,0.000,0.000,0.000,0.000,0.000,0.25
164379,164826,58.826,0.000,0.000,29.413,0.000,0.000,0.000,11.761,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
166208,308381,0.000,0.000,8.000,0.000,0.000,0.000,34.500,11.500,0.000,0.000,0.000,0.000,0.000,0.000,46.000,0.25
172445,268187,65.000,0.000,0.000,0.000,20.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
175667,404485,68.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
176291,849145,49.370,4.790,5.450,17.350,18.090,0.000,0.000,4.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
180716,779157,0.000,84.800,0.000,0.000,0.000,0.000,0.000,15.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
184237,3962,5.000,0.000,0.000,47.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47.500,0.25
188044,493264,0.000,0.000,9.100,0.000,0.000,0.000,36.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,54.500,0.25
194762,763529,0.000,0.000,12.371,15.464,0.000,0.000,0.000,0.000,15.464,0.000,0.000,0.000,0.000,0.000,56.701,0.25
197910,866088,0.000,70.000,0.000,0.000,0.000,0.000,15.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
17248,868134,65.270,0.000,0.000,0.000,13.010,0.000,0.000,21.720,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
25416,174506,59.770,5.340,9.110,9.220,16.560,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
29220,540229,59.770,5.340,9.110,9.220,16.560,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
30135,164817,71.423,0.000,0.000,0.000,0.000,0.000,0.000,14.289,0.000,0.000,0.000,14.289,0.000,0.000,0.000,0.25
32667,868133,68.200,0.000,0.000,0.000,9.100,0.000,0.000,22.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
39296,191767,59.850,0.000,10.260,0.000,0.000,0.000,0.000,14.970,14.920,0.000,0.000,0.000,0.000,0.000,0.000,0.25
43943,191702,63.830,0.000,4.930,0.000,4.950,0.120,0.000,6.520,5.370,0.000,0.000,14.280,0.000,0.000,0.000,0.25
60328,1000945,64.859,0.000,9.170,0.031,25.940,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
60825,190611,51.530,0.000,10.250,18.390,0.000,0.000,0.000,10.000,9.830,0.000,0.000,0.000,0.000,0.000,0.000,0.25
68906,310488,65.270,0.000,0.000,0.000,13.010,0.000,0.000,21.720,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
73437,191698,64.500,0.000,4.930,0.000,0.000,0.180,0.000,5.970,5.070,0.000,0.000,19.350,0.000,0.000,0.000,0.25
75432,452758,0.000,0.000,16.682,0.000,0.000,0.000,0.000,0.000,16.682,0.000,0.000,0.000,0.000,0.000,66.637,0.25
78340,310487,68.200,0.000,0.000,0.000,9.100,0.000,0.000,22.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
78530,452760,0.000,0.000,16.682,0.000,0.000,0.000,16.682,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.637,0.25
142838,190652,67.290,0.000,4.790,0.000,0.000,4.550,0.000,15.750,5.920,0.000,0.000,0.000,1.700,0.000,0.000,0.25
177861,881102,4.508,72.397,0.522,1.747,1.366,0.000,18.777,0.683,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
180880,860267,3.400,6.400,0.400,0.000,36.500,0.000,0.000,0.900,0.000,0.000,0.000,0.000,0.000,0.000,52.400,0.25
9014,420590,72.700,0.000,0.000,0.000,0.000,0.000,0.000,14.500,3.700,0.000,9.100,0.000,0.000,0.000,0.000,0.25
45527,190619,60.320,0.000,10.040,0.000,0.000,9.670,0.000,10.050,9.920,0.000,0.000,0.000,0.000,0.000,0.000,0.25
112116,191700,63.420,0.000,4.850,0.000,4.870,10.030,0.000,6.540,5.230,0.000,0.000,5.060,0.000,0.000,0.000,0.25
161342,190680,50.500,19.150,0.000,0.000,9.830,0.000,0.000,10.340,10.180,0.000,0.000,0.000,0.000,0.000,0.000,0.25
191773,849146,52.715,5.091,8.891,11.801,12.921,0.000,0.000,8.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
160804,850557,55.351,9.482,3.442,0.530,0.438,0.000,16.824,13.779,0.052,0.000,0.045,0.000,0.040,0.000,0.017,0.25
181446,191706,64.080,0.000,5.080,0.220,14.870,5.200,0.000,5.730,4.770,0.000,0.000,0.000,0.000,0.000,0.000,0.25
10191,191664,55.450,0.000,14.680,0.000,0.010,0.000,0.000,9.950,0.000,0.000,19.840,0.000,0.000,0.000,0.000,0.25
152212,191674,54.150,0.000,15.150,0.000,0.000,0.000,0.000,5.310,5.350,0.000,19.970,0.000,0.000,0.000,0.000,0.25
65614,191733,55.070,10.070,7.410,0.000,0.000,0.000,0.000,5.060,4.930,0.000,0.000,14.850,2.530,0.000,0.000,0.25
193901,191661,55.710,0.000,14.500,19.820,0.000,0.000,0.000,9.880,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
158246,191732,55.502,9.874,7.693,0.000,0.010,0.000,0.000,4.822,4.812,0.000,14.816,0.000,2.371,0.000,0.000,0.25
118122,191670,60.474,0.000,14.089,0.000,0.010,0.000,0.000,5.080,5.020,0.000,0.009,15.209,0.000,0.000,0.000,0.25
82740,191723,55.180,10.020,9.370,0.000,0.000,0.000,0.000,5.060,4.900,0.000,0.000,15.360,0.000,0.000,0.000,0.25
33207,191722,53.920,10.120,10.690,0.000,0.000,0.000,0.000,5.100,5.010,0.000,15.050,0.000,0.000,0.000,0.000,0.25
16267,191668,59.755,0.000,15.329,0.000,0.000,14.969,0.000,4.970,4.850,0.000,0.000,0.008,0.000,0.000,0.000,0.25
2499,191662,55.060,0.000,14.150,0.160,20.580,0.000,0.000,9.920,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
125905,191730,55.220,8.930,8.220,0.000,15.370,0.000,0.000,4.940,4.830,0.000,0.000,0.000,2.360,0.000,0.000,0.25
37699,191660,59.404,0.000,14.899,0.000,0.010,0.010,0.000,9.939,0.000,0.000,0.000,15.589,0.000,0.000,0.000,0.25
39293,191721,55.190,9.840,9.770,0.000,0.000,14.980,0.000,5.050,5.010,0.000,0.000,0.000,0.000,0.000,0.000,0.25
150601,191658,60.120,0.000,14.770,0.000,0.000,14.960,0.000,9.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
68683,191739,62.246,0.000,7.930,4.170,25.408,0.000,0.000,0.050,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.25
119662,190613,50.120,0.000,14.740,0.000,14.940,0.000,0.000,10.050,9.950,0.000,0.000,0.000,0.000,0.000,0.000,0.25
149995,763552,0.000,0.000,4.113,0.000,14.402,0.000,0.000,0.000,14.402,0.000,0.000,0.000,0.000,0.000,66.876,0.25
19311,191829,72.870,0.000,0.000,0.000,0.000,11.390,0.000,15.520,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.25
100882,1002628,45.670,0.000,0.000,0.000,26.940,0.000,0.000,24.370,0.000,0.000,0.000,0.000,0.000,0.000,2.610,0.25
127937,543636,51.280,25.640,0.000,0.000,0.000,0.000,0.000,0.000,23.080,0.000,0.000,0.000,0.000,0.000,0.000,0.24951
84562,412509,46.510,23.260,0.000,0.000,0.000,0.000,0.000,30.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.249113
58210,543635,52.630,26.320,0.000,0.000,0.000,0.000,0.000,0.000,21.050,0.000,0.000,0.000,0.000,0.000,0.000,0.249042
144749,438505,64.000,4.000,4.000,0.000,0.000,0.000,0.000,28.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.249027
152822,543907,71.423,0.000,0.000,0.000,0.000,14.289,0.000,14.289,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.24902
11417,6491,71.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.900,0.000,0.000,18.700,0.000,0.000,0.000,0.249
15670,763549,0.000,0.000,4.124,0.000,13.402,0.000,0.000,0.000,13.402,0.000,0.000,0.000,0.000,0.000,69.072,0.249
33644,522477,56.000,0.000,0.000,12.000,20.000,0.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.249
53762,474231,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43.000,0.000,0.000,0.000,57.000,0.249
56498,409805,67.000,0.000,0.000,0.000,0.000,0.000,0.000,33.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.249
73754,366068,41.940,12.310,17.420,7.210,0.000,0.000,0.000,14.610,6.510,0.000,0.000,0.000,0.000,0.000,0.000,0.249
79959,408583,77.242,0.000,22.758,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.249
83719,883869,60.000,0.000,20.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.249
94806,17749,77.242,0.000,22.758,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.249
119260,1010199,48.100,0.000,15.900,0.000,0.000,0.000,0.000,36.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.249
121561,421256,65.000,0.000,10.000,15.000,5.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.249
122426,19763,71.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.900,0.000,0.000,18.700,0.000,0.000,0.000,0.249
144268,138346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43.000,0.000,0.000,0.000,57.000,0.249
152506,403838,71.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.900,0.000,0.000,18.700,0.000,0.000,0.000,0.249
184373,71375,67.000,0.000,0.000,0.000,0.000,0.000,0.000,33.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.249
187275,932293,66.593,6.851,12.162,5.301,5.271,1.500,0.000,0.000,0.000,0.000,0.000,2.240,0.000,0.080,0.000,0.249
189567,450455,65.000,0.000,2.000,0.000,0.000,0.000,0.000,33.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.249
194972,1000941,63.740,0.000,8.890,0.250,27.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.249
100323,543904,71.423,0.000,0.000,0.000,0.000,0.000,0.000,14.289,0.000,0.000,14.289,0.000,0.000,0.000,0.000,0.248615
63060,496542,0.000,34.306,2.213,0.000,0.000,0.000,0.000,0.000,32.596,0.000,0.000,0.000,0.000,0.000,30.885,0.248428
56464,366064,42.290,10.220,16.530,6.410,0.000,0.000,0.000,20.840,3.710,0.000,0.000,0.000,0.000,0.000,0.000,0.248
5292,71374,65.000,0.000,0.000,0.000,0.000,0.000,0.000,35.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.248
9666,888333,0.000,85.000,0.000,0.000,0.000,0.000,5.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.248
17436,1008460,0.000,10.010,5.010,0.000,30.330,0.000,0.000,10.210,0.000,0.000,0.000,0.000,0.000,0.000,44.440,0.248
41219,450426,69.000,0.000,6.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.248
49931,85771,0.000,0.000,0.000,52.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47.500,0.248
62093,14477,10.000,0.000,0.000,45.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.000,0.248
70578,412214,10.000,0.000,0.000,45.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.000,0.248
72975,1002199,60.000,0.000,40.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.248
86310,477479,76.754,0.000,0.000,0.000,0.000,0.000,0.000,23.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.248
88835,138450,0.000,0.000,0.000,52.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47.500,0.248
136446,60729,0.000,0.000,0.000,52.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47.500,0.248
138602,450452,52.000,0.000,15.000,0.000,0.000,0.000,33.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.248
150904,366078,42.330,10.630,16.350,13.640,0.000,0.000,0.000,13.040,4.010,0.000,0.000,0.000,0.000,0.000,0.000,0.248
173492,1003457,61.680,0.000,8.280,3.470,26.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.248
173567,3958,10.000,0.000,0.000,45.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.000,0.248
180374,498711,0.000,0.000,0.000,52.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47.500,0.248
183322,366063,43.330,11.130,16.250,6.220,0.000,0.000,0.000,18.960,4.110,0.000,0.000,0.000,0.000,0.000,0.000,0.248
192599,366077,43.890,10.820,16.330,11.720,0.000,0.000,0.000,13.030,4.210,0.000,0.000,0.000,0.000,0.000,0.000,0.248
192641,409806,65.000,0.000,0.000,0.000,0.000,0.000,0.000,35.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.248
17254,868541,51.490,6.070,9.100,12.120,12.120,0.000,0.000,9.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.248
134767,931058,3.607,31.062,0.000,0.000,47.094,0.000,0.000,17.034,0.000,0.000,0.000,0.100,0.000,0.000,1.102,0.247619
45318,68554,50.075,45.355,0.000,0.000,0.000,0.000,0.000,4.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.2474
134254,571584,69.780,0.000,0.000,0.000,0.000,0.000,30.220,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.247207
5814,412498,57.970,28.990,0.000,0.000,0.000,0.000,0.000,13.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.247191
69204,474232,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43.200,0.000,0.000,0.000,56.800,0.247
5075,1000953,63.370,0.000,9.430,0.000,27.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.247
6931,138347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43.200,0.000,0.000,0.000,56.800,0.247
25092,932299,66.693,6.881,12.402,4.881,4.901,2.340,0.000,0.000,0.000,0.000,0.000,1.820,0.000,0.080,0.000,0.247
28285,14478,7.500,0.000,0.000,46.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.250,0.247
32664,867571,70.000,0.000,0.000,0.000,0.000,0.000,0.000,30.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.247
40517,19743,72.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,0.000,15.300,0.000,0.000,0.000,0.247
42785,412215,7.500,0.000,0.000,46.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.250,0.247
66882,73483,61.000,0.000,9.000,0.000,0.000,0.000,0.000,30.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.247
83804,1008488,6.400,0.000,0.000,0.000,39.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53.700,0.247
99135,860634,75.000,0.000,0.000,0.000,10.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.247
104262,115244,0.000,70.000,0.000,0.000,0.000,0.000,30.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.247
110908,403818,72.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,0.000,15.400,0.000,0.000,0.000,0.247
113273,932305,66.393,6.721,12.092,5.761,5.311,1.890,0.000,0.000,0.000,0.000,0.000,1.750,0.000,0.080,0.000,0.247
114816,6488,72.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,0.000,15.300,0.000,0.000,0.000,0.247
115022,139844,0.000,70.000,0.000,0.000,0.000,0.000,30.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.247
123157,421253,65.000,0.000,20.000,5.000,5.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.247
129105,252937,40.000,20.000,5.000,0.000,0.000,0.000,28.000,4.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.247
139229,888329,0.000,75.000,0.000,0.000,0.000,0.000,15.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.247
143189,421258,65.000,0.000,10.000,5.000,15.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.247
146459,493265,0.000,0.000,9.100,0.000,0.000,0.000,40.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.000,0.247
151781,1003963,0.000,75.000,2.000,0.000,0.000,0.000,23.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.247
151851,4786,70.000,0.000,0.000,0.000,0.000,0.000,0.000,30.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.247
